City,Car_Name,Price,KMS,Fuel,Transmission,Location,Emi
Bangalore,2020 Hyundai VenueSX Plus 1.0 Turbo DCT,9.14 Lakh₹9.25 Lakh,35.5K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹15,752/m*"
Bangalore,2021 Kia SeltosHTX 1.5 IVT,13.72 Lakh₹13.82 Lakh,9.5K km,petrol,automatic,Bellandur,"EMI ₹23,768/m*"
Bangalore,2023 Hyundai Grand i10 NiosSportz 1.2 Kappa VTVT,6.59 Lakh₹6.77 Lakh,21.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹11,528/m*"
Bangalore,2023 Honda AmazeVX MT 1.2 Petrol,7.13 Lakh₹7.33 Lakh,88K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹12,482/m*"
Bangalore,2022 Kia SonetHTK Plus 1.0 iMT,9.14 Lakh₹9.37 Lakh,16K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹15,956/m*"
Bangalore,2016 Renault KwidRXL,2.45 Lakh,137.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹4,172/m*"
Bangalore,2021 Maruti Vitara BrezzaZXi Plus AT SHVS,10.69 Lakh₹10.92 Lakh,8.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹18,779/m*"
Bangalore,2015 Maruti Alto 800Lxi,2.61 Lakh,65K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹4,967/m*"
Bangalore,2021 Mahindra XUV 300W8 (O) 1.5 Diesel AMT,9.82 Lakh₹9.88 Lakh,103K km,diesel,automatic,Mysore Road,"EMI ₹16,825/m*"
Bangalore,2020 Renault KwidRXL,3.79 Lakh₹3.86 Lakh,18K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹6,573/m*"
Bangalore,2018 Maruti BalenoAlpha 1.2 AT,5.53 Lakh,114.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹9,417/m*"
Bangalore,2020 Renault Kwid1.0 RXT Opt,3.91 Lakh₹3.99 Lakh,45K km,petrol,manual,Mysore Road,"EMI ₹6,794/m*"
Bangalore,2022 Kia SeltosGTX Plus 1.5 Diesel AT,15.16 Lakh₹15.34 Lakh,83.5K km,diesel,automatic,Yelahanka,"EMI ₹26,382/m*"
Bangalore,2018 Renault Kwid1.0 RXT Opt,3.70 Lakh,39.5K km,petrol,manual,Mysore Road,"EMI ₹6,300/m*"
Bangalore,2022 Tata AltrozXZ Plus 1.5 diesel mt dual tone,9.02 Lakh₹9.23 Lakh,15.5K km,diesel,manual,"VR Mall, Whitefield Road","EMI ₹15,718/m*"
Bangalore,2017 Hyundai Creta1.6 SX Plus Petrol,8.16 Lakh,109K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹13,896/m*"
Bangalore,2016 Hyundai Elite i20Asta 1.2 (O),5.94 Lakh,69K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹10,115/m*"
Bangalore,2018 Volkswagen PoloComfortline 1.0L (P),5.78 Lakh,28.5K km,petrol,manual,"Nexus Mall, Whitefield Road","EMI ₹9,227/m*"
Bangalore,2014 Honda Amaze1.2 S AT i-VTEC,4.02 Lakh,91.5K km,petrol,automatic,Yelahanka,"EMI ₹8,627/m*"
Bangalore,2023 Honda AmazeVX CVT 1.2 Petrol,8.78 Lakh₹9.06 Lakh,14K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹15,428/m*"
Bangalore,2016 Renault KwidRXL,2.82 Lakh,30.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹5,133/m*"
Bangalore,2023 Tata NexonXZA+  1.5l LUX Diesel AT,12.88 Lakh₹13.34 Lakh,13K km,diesel,automatic,Yelahanka,"EMI ₹22,942/m*"
Bangalore,2023 Kia SeltosHTX+ G1.5 T-GDI Petrol IMT,17.44 Lakh₹17.68 Lakh,27.5K km,petrol,manual,Bellandur,"EMI ₹30,407/m*"
Bangalore,2021 Kia SonetHTX 1.0 iMT,7.96 Lakh₹8.14 Lakh,103.5K km,petrol,manual,Yelahanka,"EMI ₹13,861/m*"
Bangalore,2020 Kia SonetGTX Plus 1.0 iMT,9.18 Lakh₹9.34 Lakh,47K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹15,905/m*"
Bangalore,2013 Volkswagen VentoHighline Diesel,3.70 Lakh,109.5K km,diesel,manual,Mysore Road,"EMI ₹9,350/m*"
Bangalore,2014 Honda BrioS MT,3.31 Lakh,26.5K km,petrol,manual,Mysore Road,"EMI ₹8,364/m*"
Bangalore,2022 Volkswagen TaigunTopline 1.0 TSI AT,14.14 Lakh₹14.29 Lakh,36K km,petrol,automatic,Bellandur,"EMI ₹24,576/m*"
Bangalore,2012 Honda BrioV MT,2.94 Lakh,68K km,petrol,manual,Mysore Road,"EMI ₹10,482/m*"
Bangalore,2021 Tata NexonXZA Plus AMT S,9.44 Lakh₹9.61 Lakh,45.5K km,petrol,automatic,Yelahanka,"EMI ₹16,365/m*"
Bangalore,2022 Tata NexonXZ Plus S,9.70 Lakh₹9.89 Lakh,56.5K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹16,842/m*"
Bangalore,2018 Tata NexonXZA Plus AMT Petrol,8.14 Lakh,15.5K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹13,861/m*"
Bangalore,2016 Hyundai EonMagna +,3.19 Lakh,56K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹5,092/m*"
Bangalore,2024 Mahindra XUV700AX7 Luxury Pack Petrol AT 7 STR,25.27 Lakh₹25.78 Lakh,3K km,petrol,automatic,Bellandur,"EMI ₹44,339/m*"
Bangalore,2017 Mahindra KUV100K4 Plus 5 STR,3.59 Lakh,53.5K km,petrol,manual,Mysore Road,"EMI ₹6,113/m*"
Bangalore,2022 Maruti SwiftZXi AMT,7.42 Lakh₹7.62 Lakh,34.5K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹12,976/m*"
Bangalore,2015 Honda Amaze1.5 VX i-DTEC,4.21 Lakh,76.5K km,diesel,manual,Mysore Road,"EMI ₹7,663/m*"
Bangalore,2012 Ford FigoDuratec Petrol EXI 1.2,2.30 Lakh,78K km,petrol,manual,"Vega Mall, BTM 2nd Stage",
Bangalore,2016 Renault KwidRXT 1.0 SCE Edition,3.37 Lakh,47.5K km,petrol,manual,Yelahanka,"EMI ₹5,738/m*"
Bangalore,2021 Honda CityZX CVT Petrol,11.80 Lakh₹11.94 Lakh,41.5K km,petrol,automatic,Bellandur,"EMI ₹20,534/m*"
Bangalore,2021 MG HectorSharp 2.0 Diesel Dual Tone,11.90 Lakh₹12 Lakh,122.5K km,diesel,manual,Yelahanka,"EMI ₹20,639/m*"
Bangalore,2014 Maruti RitzVxi BS-IV,3.39 Lakh,115K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹6,820/m*"
Bangalore,2012 Maruti AltoLXi BS-IV,2.44 Lakh,23K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹9,280/m*"
Bangalore,2025 Toyota GlanzaV,9.63 Lakh₹9.95 Lakh,4.5K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹16,944/m*"
Bangalore,2013 Volkswagen VentoHighline Diesel,3.79 Lakh,87.5K km,diesel,manual,Yelahanka,"EMI ₹9,577/m*"
Bangalore,2018 Honda BrioS (O)MT,5.04 Lakh,46K km,petrol,manual,Yelahanka,"EMI ₹8,046/m*"
Bangalore,2023 Hyundai AlcazarPlatinum 7 STR 1.5 Diesel,18.57 Lakh₹18.80 Lakh,25.5K km,diesel,manual,Yelahanka,"EMI ₹33,934/m*"
Bangalore,2022 Mahindra XUV700AX 5 Diesel AT 5 STR,19.14 Lakh₹19.46 Lakh,34.5K km,diesel,automatic,Bellandur,"EMI ₹33,467/m*"
Bangalore,2016 Hyundai Grand i10Asta AT 1.2 Kappa VTVT (O),4.42 Lakh,45.5K km,petrol,automatic,Mysore Road,"EMI ₹7,527/m*"
Bangalore,2022 Maruti SwiftZXi,7.29 Lakh₹7.49 Lakh,10.5K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹12,755/m*"
Bangalore,2017 Maruti DzireZXi Plus AMT,6.20 Lakh,31K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹10,558/m*"
Bangalore,2021 Hyundai VernaSX (O) 1.0 Turbo DCT,10.69 Lakh₹10.80 Lakh,92K km,petrol,automatic,Bellandur,"EMI ₹18,574/m*"
Bangalore,2025 Kia SonetHTX 1.0 Turbo Petrol DCT,12.43 Lakh₹12.82 Lakh,8K km,petrol,automatic,Yelahanka,"EMI ₹22,048/m*"
Bangalore,2016 Honda CityVX CVT,6.65 Lakh,89K km,petrol,automatic,Mysore Road,"EMI ₹11,324/m*"
Bangalore,2013 Hyundai i20Asta 1.2,3.95 Lakh,85.5K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹10,647/m*"
Bangalore,2023 Kia SonetHTX 1.5,11.71 Lakh₹12.34 Lakh,10K km,diesel,manual,Yelahanka,"EMI ₹21,222/m*"
Bangalore,2021 Renault KigerRXZ Turbo CVT,7.51 Lakh₹7.67 Lakh,70.5K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹13,061/m*"
Bangalore,2017 Renault KwidRXT 1.0 SCE Edition,3.33 Lakh,49.5K km,petrol,manual,"Nexus Mall, Whitefield Road","EMI ₹5,670/m*"
Bangalore,2012 Honda BrioS MT,2.80 Lakh,111.5K km,petrol,manual,"Nexus Mall, Whitefield Road","EMI ₹9,983/m*"
Bangalore,2015 Maruti Alto 800Lxi,2.85 Lakh,57K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹5,424/m*"
Bangalore,2023 Kia SonetHTX 1.5 Diesel iMT,11.55 Lakh₹11.87 Lakh,37.5K km,diesel,manual,Bellandur,"EMI ₹20,414/m*"
Bangalore,2021 Renault KwidRXT 1.0 Opt,3.35 Lakh₹3.42 Lakh,53K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹5,824/m*"
Bangalore,2022 Hyundai CretaSX OPT Turbo DCT Petrol,14.95 Lakh₹15.42 Lakh,40K km,petrol,automatic,Bellandur,"EMI ₹26,520/m*"
Bangalore,2021 Kia SonetGTX Plus 1.5 AT Dual Tone,12.27 Lakh₹12.55 Lakh,44.5K km,diesel,automatic,Bellandur,"EMI ₹21,583/m*"
Bangalore,2016 Renault KwidRXL,2.80 Lakh,82.5K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹4,768/m*"
Bangalore,2022 Kia SeltosHTK Plus 1.5 Diesel AT,12.22 Lakh₹12.36 Lakh,94K km,diesel,automatic,Bellandur,"EMI ₹21,252/m*"
Bangalore,2018 Maruti IgnisAlpha 1.2 AMT,5.12 Lakh,100.5K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹8,719/m*"
Bangalore,2019 Hyundai Creta1.4 S,10.62 Lakh,84K km,diesel,manual,Bellandur,"EMI ₹18,263/m*"
Bangalore,2014 Maruti Alto K10VXi,2.65 Lakh,63.5K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹7,143/m*"
Bangalore,2013 Maruti ErtigaVxi,4.94 Lakh,125.5K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹13,315/m*"
Bangalore,2019 Renault Kwid1.0 RXT AMT Opt,4.42 Lakh,22.5K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹7,527/m*"
Bangalore,2019 Maruti DzireZXi Plus AMT,6.76 Lakh,26K km,petrol,automatic,Mysore Road,"EMI ₹11,511/m*"
Bangalore,2012 Hyundai VernaFluidic 1.6 VTVT SX,4.50 Lakh,51.5K km,petrol,manual,Mysore Road,"EMI ₹17,115/m*"
Bangalore,2022 Maruti S-CrossZeta AT,9.77 Lakh₹9.92 Lakh,26.5K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹16,893/m*"
Bangalore,2021 Hyundai New Santro 1.1Sportz MT,4.81 Lakh₹4.88 Lakh,39K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹7,790/m*"
Bangalore,2015 Hyundai EonMagna O,2.80 Lakh,36.5K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹4,778/m*"
Bangalore,2013 Hyundai i10Sportz 1.2 AT Kappa2,3.70 Lakh,50K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹9,973/m*"
Bangalore,2024 Maruti BalenoAlpha MT,8.53 Lakh₹8.81 Lakh,26K km,petrol,manual,Yelahanka,"EMI ₹15,002/m*"
Bangalore,2016 Skoda RapidStyle 1.5 TDI AT,6.23 Lakh,95.5K km,diesel,automatic,Yelahanka,"EMI ₹9,946/m*"
Bangalore,2023 Kia SeltosHTX G,14.24 Lakh₹14.44 Lakh,38.5K km,petrol,manual,Bellandur,"EMI ₹24,834/m*"
Bangalore,2022 Maruti Grand VitaraAlpha Plus Dual Tone Intelligent Hybrid eCVT,16.99 Lakh₹17.19 Lakh,51.5K km,hybrid,automatic,Yelahanka,"EMI ₹29,563/m*"
Bangalore,2014 Hyundai XcentS 1.2,3.87 Lakh,61.5K km,petrol,manual,Yelahanka,"EMI ₹7,786/m*"
Bangalore,2019 Maruti ErtigaZDi Plus 1.3 Diesel,11.51 Lakh,55.5K km,diesel,manual,Yelahanka,"EMI ₹19,795/m*"
Bangalore,2017 Renault KwidRXT,3.10 Lakh,48K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹5,279/m*"
Bangalore,2022 Tata NexonXZ Plus,9.34 Lakh₹9.53 Lakh,32K km,petrol,manual,Yelahanka,"EMI ₹16,229/m*"
Bangalore,2019 Tata NexonXZA Plus Dual Tone Roof AMT Petrol,7.31 Lakh,64.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹12,448/m*"
Bangalore,2023 MG HectorSharp 2.0 Diesel Turbo MT,17.95 Lakh₹18.21 Lakh,37.5K km,diesel,manual,Bellandur,"EMI ₹31,319/m*"
Bangalore,2021 Kia SonetGTX Plus 1.5 AT,11.07 Lakh₹11.32 Lakh,87K km,diesel,automatic,Yelahanka,"EMI ₹19,468/m*"
Bangalore,2022 Hyundai AuraS 1.2 CNG,6.43 Lakh₹6.61 Lakh,49.5K km,cng,manual,"VR Mall, Whitefield Road","EMI ₹11,256/m*"
Bangalore,2022 Tata NexonXZ Plus Optional Diesel,11.23 Lakh₹11.59 Lakh,43K km,diesel,manual,Yelahanka,"EMI ₹19,932/m*"
Bangalore,2021 Tata SafariXZA Plus,17.70 Lakh₹17.87 Lakh,39K km,diesel,automatic,Bellandur,"EMI ₹30,732/m*"
Bangalore,2022 Renault KwidRXL 1.0 AMT,3.78 Lakh₹3.88 Lakh,37K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹6,607/m*"
Bangalore,2020 Kia SeltosGTX Plus DCT 1.4,14.28 Lakh₹14.42 Lakh,26.5K km,petrol,automatic,Yelahanka,"EMI ₹24,794/m*"
Bangalore,2021 Kia SonetGTX Plus 1.5 AT,12.34 Lakh₹12.62 Lakh,39K km,diesel,automatic,"Nexus Mall, Whitefield Road","EMI ₹21,704/m*"
Bangalore,2017 Hyundai XcentS AT,5.63 Lakh,26.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹8,988/m*"
Bangalore,2014 Hyundai Grand i10Asta AT 1.2 Kappa VTVT,4.23 Lakh,99.5K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹9,078/m*"
Bangalore,2022 Hyundai Grand i10 NiosAsta AMT 1.2 Kappa VTVT,7.69 Lakh₹7.91 Lakh,13K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹13,470/m*"
Bangalore,2021 Hyundai New Santro 1.1Sportz Executive CNG,6.10 Lakh₹6.20 Lakh,104K km,petrol+cng,manual,"Nexus Mall, Whitefield Road","EMI ₹9,898/m*"
Bangalore,2014 Hyundai VernaFluidic 1.4 VTVT,4.59 Lakh,44.5K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹9,851/m*"
Bangalore,2019 Tata TiagoRevotron XZA,4.97 Lakh,10.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹8,463/m*"
Bangalore,2016 Datsun GOT,2.96 Lakh,22.5K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹7,978/m*"
Bangalore,2022 Kia SeltosGTX Plus 1.5 Diesel AT,17.10 Lakh₹17.31 Lakh,19.5K km,diesel,automatic,Yelahanka,"EMI ₹29,771/m*"
Bangalore,2016 Ford FigoTrend 1.2 Ti-VCT,3.47 Lakh,36K km,petrol,manual,Mysore Road,"EMI ₹9,353/m*"
Bangalore,2024 Renault TriberRXZ EASY-R AMT,8.13 Lakh₹8.53 Lakh,14K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹14,526/m*"
Bangalore,2023 Renault KigerRXZ Turbo CVT,9.16 Lakh₹9.39 Lakh,41.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹15,990/m*"
Bangalore,2019 Hyundai Elite i20Magna Plus 1.2 + CNG (Outside Fitted),5.99 Lakh,48.5K km,cng,manual,"Mantri Mall, Malleshwaram","EMI ₹10,200/m*"
Bangalore,2021 Nissan MagniteXV Premium Turbo CVT,7.45 Lakh₹7.62 Lakh,86.5K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹12,976/m*"
Bangalore,2020 Renault Kwid1.0 RXT AMT Opt,4.16 Lakh₹4.23 Lakh,52.5K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹7,203/m*"
Bangalore,2012 Honda BrioS MT,2.57 Lakh,51K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹9,163/m*"
Bangalore,2021 Tata NexonXZA Plus (O),9.77 Lakh₹9.92 Lakh,45K km,petrol,automatic,Yelahanka,"EMI ₹16,893/m*"
Bangalore,2022 Renault TriberRXZ EASY-R AMT,6.50 Lakh₹6.67 Lakh,75K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹11,358/m*"
Bangalore,2018 Renault KwidCLIMBER 1.0 AMT,3.64 Lakh,93K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹6,198/m*"
Bangalore,2018 Ford EcoSportTitanium + 1.5L Ti-VCT,7.63 Lakh,69.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹12,993/m*"
Bangalore,2018 Tata NexonXZA Plus AMT Diesel,6.99 Lakh,99K km,diesel,automatic,"Nexus Mall, Whitefield Road","EMI ₹11,903/m*"
Bangalore,2019 Renault TriberRXZ,5.05 Lakh,105K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹8,599/m*"
Bangalore,2014 Volkswagen PoloHighline1.2L (P),4.83 Lakh,105K km,petrol,manual,"Nexus Mall, Whitefield Road","EMI ₹9,718/m*"
Bangalore,2023 Hyundai VernaSX (O) 1.5 Turbo Petrol DCT,15.29 Lakh₹15.51 Lakh,42K km,petrol,automatic,Bellandur,"EMI ₹26,674/m*"
Bangalore,2022 Toyota Urban Cruiser HyryderV Hybrid,17.61 Lakh₹17.84 Lakh,83K km,hybrid,automatic,Bellandur,"EMI ₹30,682/m*"
Bangalore,2014 Honda Amaze1.2 SX i-VTEC,3.90 Lakh,81.5K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹8,370/m*"
Bangalore,2023 Mahindra XUV700AX 5 Diesel AT 7 STR,21.34 Lakh₹21.74 Lakh,11K km,diesel,automatic,Yelahanka,"EMI ₹37,390/m*"
Bangalore,2022 Kia CarensLuxury Plus 1.4 Petrol 6 STR,14.44 Lakh₹14.61 Lakh,21.5K km,petrol,manual,Bellandur,"EMI ₹25,127/m*"
Bangalore,2022 Skoda KushaqStyle 1.5L TSI DSG (6 Airbags),13.96 Lakh₹14.09 Lakh,55.5K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹24,231/m*"
Bangalore,2016 Hyundai EonMagna,2.64 Lakh,41K km,petrol,manual,Yelahanka,"EMI ₹4,505/m*"
Bangalore,2015 Hyundai XcentS 1.1 CRDi,3.96 Lakh,91K km,diesel,manual,Yelahanka,"EMI ₹6,757/m*"
Bangalore,2016 Hyundai i10Sportz 1.1 iRDE2,3.46 Lakh,38K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹5,892/m*"
Bangalore,2020 Hyundai VernaSX (O) 1.0 Turbo DCT,10.83 Lakh₹11.17 Lakh,60K km,petrol,automatic,Yelahanka,"EMI ₹19,209/m*"
Bangalore,2018 Tata NexonXZA Plus Dual Tone Roof AMT Petrol,8.26 Lakh,22K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹14,066/m*"
Bangalore,2020 Hyundai VenueSX (O) 1.0 Turbo,8.45 Lakh₹8.60 Lakh,64.5K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹14,645/m*"
Bangalore,2023 Maruti SwiftZXi Plus,8.08 Lakh₹8.33 Lakh,14.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹14,185/m*"
Bangalore,2021 Kia SeltosGTX Plus 1.4 DCT,15.33 Lakh₹15.51 Lakh,28K km,petrol,automatic,Bellandur,"EMI ₹26,674/m*"
Bangalore,2020 Maruti CiazAlpha Hybrid 1.5 AT,9.18 Lakh₹9.27 Lakh,28K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹15,786/m*"
Bangalore,2018 Hyundai Elite i20Asta 1.2,5.48 Lakh,100.5K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹9,332/m*"
Bangalore,2015 Honda MobilioV Petrol,4.61 Lakh,139K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹7,866/m*"
Bangalore,2016 Maruti Alto K10VXi AMT,3.52 Lakh,25.5K km,petrol,automatic,Mysore Road,"EMI ₹5,994/m*"
Bangalore,2020 Tata Tiago JTP1.2,6.02 Lakh,21K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹10,251/m*"
Bangalore,2014 Honda CitySV CVT,4.58 Lakh,52K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹9,829/m*"
Bangalore,2018 Maruti Vitara BrezzaZDi Plus AGS,7.95 Lakh,49.5K km,diesel,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹13,538/m*"
Bangalore,2020 Renault TriberRXT EASY-R AMT,5.23 Lakh₹5.35 Lakh,88K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹9,110/m*"
Bangalore,2015 Hyundai Elite i20Asta 1.2 (O),5.49 Lakh,72K km,petrol,manual,"VR Mall, Whitefield Road","EMI ₹9,993/m*"
Bangalore,2023 Toyota GlanzaV AMT,9.23 Lakh₹9.49 Lakh,8K km,petrol,automatic,"VR Mall, Whitefield Road","EMI ₹16,160/m*"
Bangalore,2022 Hyundai VenueSX 1.2 Petrol,9.90 Lakh₹9.96 Lakh,16K km,petrol,manual,"Nexus Mall, Whitefield Road","EMI ₹16,961/m*"
Bangalore,2021 Tata TiagoXZ Plus,6.12 Lakh₹6.28 Lakh,10K km,petrol,manual,Yelahanka,"EMI ₹10,694/m*"
Bangalore,2023 Tata AltrozXZ Plus i-Turbo Petrol Dark Edition,8.01 Lakh₹8.21 Lakh,14K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹13,981/m*"
Bangalore,2021 Maruti Wagon R 1.2ZXi 1.2,5.41 Lakh₹5.55 Lakh,35.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹9,451/m*"
Bangalore,2017 Renault Kwid1.0 RXT AMT,3.55 Lakh,40K km,petrol,automatic,"Vega Mall, BTM 2nd Stage","EMI ₹6,045/m*"
Bangalore,2019 Tata NexonXZA Plus AMT Petrol,8.43 Lakh,39K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹14,355/m*"
Bangalore,2019 Hyundai Creta1.4 E +,7.94 Lakh,67.5K km,diesel,manual,"Vega Mall, BTM 2nd Stage","EMI ₹13,521/m*"
Bangalore,2021 Skoda KushaqStyle 1.0L TSI AT,13.37 Lakh₹13.51 Lakh,36.5K km,petrol,automatic,Yelahanka,"EMI ₹23,234/m*"
Bangalore,2018 Nissan SunnyXV Diesel,6.54 Lakh,77K km,diesel,manual,Mysore Road,"EMI ₹10,441/m*"
Bangalore,2019 Hyundai Creta1.6L SX VTVT,9.68 Lakh,54.5K km,petrol,manual,"Nexus Mall, Whitefield Road","EMI ₹16,484/m*"
Bangalore,2017 Hyundai Elite i20Asta 1.2 Dual Tone,6.63 Lakh,28.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹11,290/m*"
Bangalore,2023 Kia SonetHTX 1.0 iMT,11.08 Lakh₹11.43 Lakh,8K km,petrol,manual,Yelahanka,"EMI ₹19,657/m*"
Bangalore,2023 Honda AmazeVX 1.2 Petrol CVT,8.96 Lakh₹9.21 Lakh,13K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹15,684/m*"
Bangalore,2021 Hyundai CretaSX OPT Turbo DCT Petrol,14.63 Lakh₹14.74 Lakh,113.5K km,petrol,automatic,Bellandur,"EMI ₹25,350/m*"
Bangalore,2019 Mahindra XUV500W9 AT,13.29 Lakh,75.5K km,diesel,automatic,"VR Mall, Whitefield Road","EMI ₹23,986/m*"
Bangalore,2022 Renault TriberRXZ EASY-R AMT,7.47 Lakh₹7.67 Lakh,10K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹13,061/m*"
Bangalore,2018 Maruti Vitara BrezzaZDi+ Dual Tone,8.30 Lakh,91.5K km,diesel,manual,"Vega Mall, BTM 2nd Stage","EMI ₹14,134/m*"
Bangalore,2023 Maruti BalenoAlpha AGS,8.86 Lakh₹9.12 Lakh,19.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹15,530/m*"
Bangalore,2015 Volkswagen PoloHighline1.5L (D),5.04 Lakh,115K km,diesel,manual,Mysore Road,"EMI ₹8,600/m*"
Bangalore,2022 Hyundai Grand i10 NiosAsta 1.2 Kappa VTVT,6.99 Lakh₹7.19 Lakh,26K km,petrol,manual,"Vega Mall, BTM 2nd Stage","EMI ₹12,244/m*"
Bangalore,2016 Honda CityVX CVT,5.36 Lakh,148K km,petrol,automatic,"Mantri Mall, Malleshwaram","EMI ₹9,127/m*"
Bangalore,2014 Maruti CelerioVXi,3.08 Lakh,98.5K km,petrol,manual,Yelahanka,"EMI ₹6,610/m*"
Bangalore,2023 Maruti S-PressoVxi Plus,5.17 Lakh₹5.30 Lakh,12K km,petrol,manual,"Nexus Mall, Whitefield Road","EMI ₹9,025/m*"
Bangalore,2022 Honda AmazeVX CVT 1.2 Petrol,8.69 Lakh₹8.92 Lakh,8K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹15,190/m*"
Bangalore,2017 Maruti BalenoAlpha 1.2 AT,6.60 Lakh,43K km,petrol,automatic,Mysore Road,"EMI ₹11,239/m*"
Bangalore,2016 Renault KwidRXT,2.47 Lakh,78K km,petrol,manual,"Mantri Mall, Malleshwaram","EMI ₹4,206/m*"
Bangalore,2012 Ford FigoDuratec Petrol EXI 1.2,2.61 Lakh,48.5K km,petrol,manual,"Vega Mall, BTM 2nd Stage",
Bangalore,2023 Tata AltrozXZA Plus (O) (S),9.20 Lakh₹9.44 Lakh,9.5K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹16,075/m*"
Bangalore,2018 Maruti CelerioZXi (O) AMT,5.09 Lakh,35K km,petrol,automatic,"Nexus Mall, Whitefield Road","EMI ₹8,667/m*"
